Sales Package,Model Number,Part Number,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Expandable Memory,Graphic Processor,Number of Cores,Operating System,Mic In,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Pointer Device,Included Software,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,price,off_percentage,rating,Model Name,Battery Cell,Clock Speed,Backlit Keyboard,Processor Generation,Cache,OS Architecture,Supported Operating System,HDMI Port,Hardware Interface,Finger Print Sensor,EMMC Storage Capacity,RAM Frequency,System Architecture,Chipset,RPM,Multi Card Slot,Sound Chip,Ethernet,Security Chip,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,RJ45,Refresh Rate,HDD Capacity,Memory Slots,Lock Port,Antivirus,Other Accessories,NFC Support,Dock Port,Firewire Port,RJ11,VGA Port,Read/Write Speed,Laptop Bag,TGP,Stylus Included,Inbuilt 4G LTE,Color Gamut,Brightness,Wireless WAN,Recovery Options,International Warranty,Face Recognition,S-video,Optane Memory,Cloud Storage
"Laptop, battery, adapter, cables and user manuals",INSPIRON 3511,D560749WIN9S,Inspiron,Platinum Silver,Notebook,"Entertainment, Everyday Use",Upto 7 hours,,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1115G4,16,Intel Integrated UHD Graphics,2,Windows 11 Home,Yes,"2 x USB 3.2 Gen1 ,1 x USB 2.0",No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,FHD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac 1x1 WiFi,v5.0,189 X 358 X 23.5 mm,1.8 Kg,Not Available,HD,English International Non Backlit Keyboard,Touchpad,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"₹44,490",26% off,3.5,INSPIRON 3511,3,4.1,,11th Gen,6,64 bit,Windows 11,1x HDMI 1.4 port,M.2 SATA,,,2666 MHz,64,,,1 x SD-card slot,,,,,,,,,2,Kensington Lock Port,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide",15ALC6,82KU017KIN,Ideapad AMD,Platinum Grey,Laptop,Everyday Use,UPTO 6 HRS,,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5500U,,AMD Radeon,,Windows 11 Home,,,No,39.62 cm (15.6 inch),1920 X 1080$$Pixels pixel,,,,,,YES,,,Not Available,,,,,,1 YEAR,ONSITE,MANUFACTURING DAMAGE,PHYSICAL DAMAGE,,"₹43,990",36% off,4.5,IdeaPad 3,,2.1 GHz,Yes,,,,,,,,,,,AMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, battery, adapter, cables and user manuals",New Inspiron 15 Laptop,D560915WIN9S,,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Upto 7 hours,,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1215U,,Intel Integrated UHD,,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1 ports, 1 x USB 2.0 port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD WVA AG 120Hz 250 nits Narrow Border,Built-in Speakers,,Waves Maxx Audio Pro,Intel Wi-Fi 6 2x2 (Gig+),v5.2,358 X 235 x 21.0 mm,1.65 Kg,Not Available,HD Camera,Standard Keyboard,,,,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,,"₹49,999",16% off,3.9,Inspiron 3520,3 Cell,0.9 GHz upto max turbo frequency at 4.4 Ghz,,12th Gen,,64 bit,Windows 11 Home,1 x HDMI 1.4,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",IN5430JNH1P001ORS1,IN5430JNH1P001ORS1,Inspiron 5430,Platinum Silver,Laptop,"Travel & Business, Entertainment, Learning, Performance, Processing & Multitasking",UPTO 8 HRS,,Yes,Intel,Core i5,Yes,1 TB,16 GB,LPDDR5,,,Intel Integrated Intel Iris Xe Graphics,,Windows 11 Home,,,No,35.56 cm (14 inch),2220 X 1080 pixel,,,,,Yes,YES,,,Not Available,HD Camera,,,"Windows 11, Microsoft Office",,1-year warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹74,990",31% off,,Inspiron 5430,,,,13th Gen,,64 bit,Windows 11,,,,,,,,,,,,,,,,120 Hz,,,,,,,,,,,,,,,,,,Yes,One Touch,,,,,
"Laptop, Power Adapter, Warranty Documents, User Manual",15-fa1064TX,81H51PA#ACJ,Victus,Performance Blue,Gaming Laptop,Gaming,,,Yes,Intel,Core i7,Yes,512 GB,16 GB,DDR4,13700H,,NVIDIA GeForce RTX 4050,,Windows 11 Home,,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, Brightness: 250 nits, Color Gamut: 45% NTSC",Yes,Yes,,Intel Wi-Fi 6E AX211(2x2),v5.3,357.9 x 239.7 x 22.5 mm,2.37 Kg,Not Available,,"Full-size, backlit, performance blue keyboard",,,,1 Year Onsite Warranty,Onsite,Manufacturing Defect,Physical Damage,,"₹1,27,765",,,15-fa1064TX,,Max Turbo Frequency up to 5.0 GHz,Yes,13th Gen,,,,,,No,,,,,,,Full HD,,,GDDR6,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Battery, Adapter, Cables, User Manuals",New Inspiron 14 2-in-1,D560732WIN9P,Inspiron,Pebble Green,2 in 1 Laptop,Processing & Multitasking,Upto 7 hours,,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5625U,16 GB,AMD Radeon Radeon,6,Windows 11 Home,Yes,"1 x USB 3.2 Gen 2 Type C ( PowerDelivery), 2 x USB 3.2 Gen 1 Type A",Yes,35.56 cm (14 Inch),1920 x 1080 Pixels,"Full HD+, WVA Truelife Touch Narrow Border 250 nits",Yes,Yes,Waves Maxx Audio Pro,MediaTek Wi-Fi 6 MT7921 2x2,v5.2,314 x 227 x 15.7 mm,1.63 Kg,Not Available,HD,Backlit Keyboard,,,,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"₹78,061",21% off,,Inspiron 7425,"4-Cell Battery, 54 Whr","Base Frequency 2.30 GHz, Max Turbo Boost Upto 4.3 GHz",Yes,,16 MB,64 bit,Windows 11 Home,1 x HDMI 1.4,M.2 SATA,No,,3200 MHz,64 bit,,,NA,,Available,,,,No,,,2,Kensington Lock Port,McAfee,,,No,No,No,No,NA,No,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",14-ek1010TU,7N760PA#ACJ,Pavilion x360 (2023) Intel,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,Yes,1 TB,16 GB,DDR4,1335U,,Intel Integrated Integrated,10,Windows 11 Home,Yes,"1 x USB Type-C 10Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",Yes,35.56 cm (14 Inch),1920 x 1080 Pixel,"FHD, multitouch-enabled, IPS, edge-to-edge glass, micro-edge, Brightness: 250 nits, 157 ppi, Color Gamut: 45% NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,Intel Wi-Fi 6E AX211 (2x2),v5.3,325 x 216 x 17mm,1.41 Kg,Not Available,HP True Vision 5MP camera with camera shutter,"Full-size, backlit, Natural Silver keyboard",,,43 Wh Li-ion battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹81,190",12% off,4.1,14-ek1010TU,3 Cell,3.40GHz Upto 4.60GHz,Yes,13th Gen,12 MB,64 bit,Windows 11 Home,1 x HDMI 2.1,,,,,64 Bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",FA577RM-HF031WS,90NR09C2-M001E0,TUF Gaming A15 with 90Whr Battery,Jaeger Gray,Gaming Laptop,Gaming,,,Yes,AMD,Ryzen 7 Octa Core,Yes,1 TB,16 GB,DDR4,6800HS,,NVIDIA GeForce RTX 3060,8,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-C, 1 x USB 3.2 Gen 1 Type-C support DisplayPort / G-SYNC, 2 x USB 3.2 Gen 1 Type-A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, Refresh Rate 300Hz, IPS-level, 300nits, NTSC 72%, SRGB 100%,, Adobe 75.35%, Anti-glare display",Built-in dual Speakers,,,Wi-Fi 6(802.11ax) (Dual band) 2 x 2,V5.2,,2.20 Kg,Not Available,720P HD camera,Backlit Chiclet Keyboard 1-Zone RGB,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,"₹1,04,990",40% off,4.3,FA577RM-HF031WS,,3.2 GHz upto max turbo frequency at 4.7 Ghz,,,,,Windows 11 Home,1 x HDMI 2.0b,,,,,,,,,,,,GDDR6,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",FX577ZE-HN056W,90NR09M2-M003E0,TUF Gaming F15 (2022),Jaeger Gray,Gaming Laptop,Gaming,,200 W AC Adapter,No,Intel,Core i7,Yes,512 GB,16 GB,DDR5,12700H,32,NVIDIA GeForce RTX 3050 Ti,14,Windows 11 Home,Yes,"1 x Thunderbolt 4 support DisplayPort, 1 x USB 3.2 Gen 2 Type-C support DisplayPort / G-SYNC, 2 x USB 3.2 Gen 1 Type-A",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, IPS-level, 250nits, Contras 1000:1, NTSC 45%, SRGB 62.50%, Adobe 47.34%, Anti-glare display",Two built-in speakers,Built-in array microphone,"AI noise-canceling technology, Dolby Atmos, Hi-Res certification",Wi-Fi 6(802.11ax),v5.2,354 x 251 x 24.9 mm,2.20 kg,Not Available,720P HD camera,Backlit Chiclet Keyboard RGB,,,90 WHrs Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"₹1,00,990",26% off,4.3,FX577ZE-HN056W,4 cell,3.0 GHz upto max turbo frequency at 4.7 GHz,Yes,12th Gen,24,64 bit,Windows 11 Home,1 x HDMI 2.0b,,No,,,,,,,,,,GDDR6,4 GB,Yes,144 Hz,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, battery, adapter, cables and user manuals",Inspiron 5518,D560695WIN9S,Inspiron,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Upto 6 hours,,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,11320H,32,Intel Integrated Iris Xe Graphics,4,Windows 11 Home,Yes,"1 x USB type C 3.2, 2 x USB Type-A 3.2",No,39.62 cm (15.6 Inch),1920x1080 Pixel,"FHD, WVA AG Narrow Border (250nits Brightness)",Yes,Yes,Waves Maxx Audio Pro,Intel Wi-Fi 6 2x2 (Gig+),v5.1,179 X 356 X 22.9 mm,1.64 Kgs,Not Available,HD,Backlit Keyboard + Fingerprint Reader,Touchpad,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"₹64,990",29% off,4.3,Inspiron 5518,4,4.5,Yes,11th Gen,8,64 bit,Windows 11,1 x HDMI Port (v1.4),M.2 SATA,Yes,,3200 MHz,64,,,1 x SD card reader,,,,,,No,,,2,Kensington Lock Port,,,,,,,,,,,,,,,,,,,,,
"Laptop, User manual, Adapter",15ARH7,82SB00NXIN,Ideapad Gaming 3 AMD,Onyx Grey,Gaming Laptop,Gaming,Upto 7.8 Hours,,No,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,DDR5,7535HS,,NVIDIA GeForce RTX 2050,,Windows 11 Home,,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD IPS 250nits Anti-glare, 45% NTSC, 120Hz, FreeSync",Yes,Yes,,"Wi-Fi 6, 11ax 2x2",v5.1,359.6 x 266.4 x 21.8 mm,2.32 Kg,Not Available,HD 720p with Privacy Shutter,"White Backlit, English",,,,1 Year Onsite warranty,Carry-in,Manufacturing Defects,Physical Damage,,"₹59,990",31% off,4.4,15ARH7,,Max Frequency Up to 4.55 GHz,Yes,,,,,1 x HDMI 2.0,,No,,,,,,,,,,GDDR6,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Quick Start Guide, Warranty Card, Power Cord, Power Adapter",RC55GE,G5 GE-51IN263SH,G5 GE-51IN213SH,Black,Gaming Laptop,Gaming,,,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,12500H,,NVIDIA GeForce RTX 3050,,Windows 11 Home,Yes,"1 x USB 2.0 port (Type A), 1 x USB 3.2 Gen 1 port (Type A), 2 x USB 3.2 Gen 2 ports (Type C)",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,LCD,Built-in dual Speakers,,DTS:X Ultra Audio Technology,Intel Wi-Fi 6,V5.2,360 x 238 x 22.7 mm,3.11 Kg,Not Available,HD Camera,Multi languages 15 color illuminated full size keyboard with numeric pad,,,,2 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,,"₹64,990",40% off,4.8,G5 GE-51IN263SH,,2.5 GHz with Max Turbo Boost Frequency Up to 4.50 GHz,Yes,12th Gen,,64 bit,Windows 11 Home,1 x HDMI 2.1 (with HDCP),,,,,,,,,,,,GDDR6,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adapter, User Guide, Warranty Documents",15S-FQ2738TU,FQ2738TU,,Black,Laptop,"Performance, Travel & Business, Processing & Multitasking",3 Hours,,No,Intel,Core i3,Yes,512 GB,8 GB,DDR4,,,Intel Integrated Intel® UHD Graphics,,Windows 11 Home,,,No,39.62 cm (15.6 inch),1366 x 768 pixel,,,,,,Bluetooth® 5,,,Not Available,,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,"₹36,490",12% off,3.6,15S-FQ2738TU,,,,11th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),,,,,,
"1 Laptop, 1 Power Adaptor, 1 User Guide, 1 Warranty Documents",XL422,71008301317,X3 Slim Intel,Blue,Thin and Light Laptop,Processing & Multitasking,Up to 11 hours,,No,Intel,Core i3,Yes,512 GB,8 GB,LPDDR4X,1215U,,Intel Integrated Iris Xe,,Windows 11 Home,,"Yes, 2 x USB 3.0, 2 x C-Type",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD IPS Display ( 300nits peak brightness, 100% sRGB, NTSC 72%)",Yes,Yes,,,v5.1,323.3 x 14.8 x 211.1 mm,1.24 Kg,Not Available,,Backlit Keyboard,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defect,Physical Damage,,"₹34,990",36% off,,XL422,,0.9 GHz upto max turbo frequency at 4.4 Ghz,,12th Gen,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Adapter, User Manual",82FJ009JIH,E41-55,,Black,Business Laptop,Entertainment,3 hours,,No,AMD,Athlon Dual Core,No,,4 GB,DDR4,,,NA,,DOS,,,No,35.56 cm (14 inch),1280 × 720 pixel,,,,,,NO,,,Not Available,,,,,,1 Year Domestic,Onsite,Manufacturer Defect,Physical Damage,,"₹19,990",33% off,3.7,E41 Series,,,,,,,,,,,,,,,,,,,,,,,,1 TB,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, battery, adapter, cables and user manuals",Vostro 3510,ICC-D585064WIN8,Vostro,Carbon,Thin and Light Laptop,Processing & Multitasking,Upto 7 hours,,Yes,Intel,Core i3,Yes,256 GB,8 GB,DDR4,1115G4,,Intel Integrated UHD,,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1 ports, 1 x USB 2.0 port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD WVA AG Narrow Border,Built-in Speakers,,,802.11ac 1x1 WiFi,Yes,358 x 235 x 18.9 mm,1.69 Kgs,Not Available,HD,Standard Keyboard,,,,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,,"₹41,990",29% off,4.1,Vostro 3510,,"Base Frequency 1.70 Ghz, Max Turbo Boost Frequency Up to 4.10 GHz",No,11th Gen,,,Windows 11 Home,HDMI 1.4,,,,,,,,,,,,,,,,1 TB,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Battery, Adapter, Cables and User manuals",Inspiron 7420,D560774WIN9S,Inspiron,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Upto 7 hours,,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR5,1215U,32,Intel Integrated UHD Graphics,6,Windows 11 Home,Yes,"1x USB 3.2 Gen 1 Type-A , 2x USB 3.2 Gen 2x2 Type-C with PowerDelivery and Video",Yes,35.56 cm (14 inch),1920 x 1080 Pixel,"FHD, WVA Truelife Touch Narrow Border 250 nits",Yes,Yes,Waves Maxx Audio Pro,Intel Wi-Fi 6E (6GHz) AX211 2x2,v5.2,314 x 227 x 17.8 mm,1.57 Kg,Not Available,HD,Backlit Keyboard,Touchpad,,,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"₹59,990",26% off,3.9,Inspiron 7420,4,0.9 GHz upto max turbo frequency at 4.4 Ghz,Yes,12th Gen,10,64 bit,Windows 11,1x HDMI 1.4,M.2 SATA,Yes,,3200 MHz,64,,,,,Yes,,,,,,,2,Kensington Lock Port,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",JYU4246IN,XMA1904-AF,Notebook Horizon Edition 14,Grey,Thin and Light Laptop,Processing & Multitasking,Upto 10 hours,65 W AC Adapter,No,Intel,Core i7,Yes,512 GB,8 GB,DDR4,10510U,,NVIDIA Geforce MX350,4,Windows 10 Home,Yes,"1 x USB 2.0, 2 x USB 3.1, 1 x USB Type C",No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit Anti-glare Display (91% Screen-to-body Ratio),Built-in Dual Speakers,Built-in Microphones,Stereo Speakers with DTS Audio Processing,IEEE 802.11ac,v5.0,321.3 x 206.8 x 17.15 mm,1.35 kg,Not Available,,Scissor-switch Keyboard,Multi-touch Trackpad,"Mi Blaze Unlock (Unlock NoteBook with Help of a Mi Band), Mi Smart Share",46 WHr Li-Polymer Battery,1 Year Manufacturer Warranty from the Date of Purchase,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹56,490",14% off,4.2,,,1.8 GHz with Turbo Boost Upto 4.9 GHz,No,10th Gen,8 MB,64 bit,,1 x HDMI Port,,,,2666 MHz,64 bit,,,,,,,GDDR5,2 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",GA503RMZ-HQ153WS,90NR0812-M00A40,ROG Zephyrus G15 (2022),Eclipse Gray,Gaming Laptop,Gaming,,,Yes,AMD,Ryzen 7 Octa Core,Yes,1 TB,16 GB,DDR5,6800HS,,NVIDIA GeForce RTX 3060,,Windows 11 Home,Yes,"2 x USB 3.2 Gen 2 Type-A, 2 x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery",No,39.62 cm (15.6 Inch),2560 x 1440 Pixel,"WQHD, 165Hz, IPS-level, 300nits,1:1000 Contrast, Anti-glare display",Built-in Speakers,,,Wi-Fi 6E(802.11ax) (Triple band) 2*2,V5.2,355 x 243 x 19.9 mm,1.90 Kg,Not Available,720P HD IR Camera for Windows Hello,Backlit Chiclet Keyboard 1-Zone RGB,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,"₹1,10,990",41% off,,GA503RMZ-HQ153WS,,3.2 GHz upto max turbo frequency at 4.7 Ghz,,,,,Windows 11 Home,1 x HDMI 2.0b,,,,,,,,,,,,GDDR6,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",XL21,71008300285,X1 Slim Series,Noble Red,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",Up to 11 hours,65W AC Adapter,No,Intel,Core i3,Yes,256 GB,8 GB,LPDDR4X,1005G1,,Intel Integrated UHD Graphics,4,Windows 11 Home,Yes,2x USB 3.0,No,35.56 cm (14 inch),1920 x 1080 Pixels,"FHD, IPS Display (300nits peak brightness, 100% sRGB, NTSC 72%)",Built In Dual Speakers,Built In Dual Digital Array Microphone,DTS Audio Processing,,v5.1,323.3 x 14.8 x 211.1 mm,1.24 kg,Not Available,HD Webcam,Backlit Keyboard,,NA,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹30,990",38% off,4.3,XL21,,"Base 1.2 GHz, Upto 3.4 GHz",Yes,10th Gen,,64 bit,Windows 11 Home,1x HDMI1.4,NVMe PCIe,No,,4266 MHz,64,Intel Core i3,,Yes,Intel SST,,,,,,60 Hz,,1,,,,No,,,,,,,,,,,,,,,,,,
"Laptop, Battery, Adapter, Cables and user manuals",Vostro 3425,D552242WIN9S,,Titan Grey Aluminium,Notebook,"Everyday Use, Processing & Multitasking",Upto 7 hours,,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5625U,16,AMD Radeon Radeon,6,Windows 11 Home,Yes,"1x USB 3.2 Gen1 Type-C port?, 1x USB 3.2 Gen1 port?, 1x USB 2.0 port?",No,35.56 cm (14 inch),1920 x 1080 Pixel,"FHD, AG Narrow Border 250 nits",Yes,Yes,Waves Maxx Audio Pro,802.11ac 1x1 WiFi,Yes,323 x 219 x 22 mm,1.48 Kg,Not Available,HD,Backlit Keyboard,Touchpad,,,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"₹55,990",20% off,4.1,Vostro 3425,3,2.3 GHz upto max turbo frequency at 4.3 Ghz,Yes,,16,64 bit,Windows 11,1x HDMI 1.4 port,M.2 SATA,No,,3200 MHz,64,,,Yes,,Yes,,,,Yes,,,2,Kensington Lock Port,,,,,,,,,,,,,,,,,,,,,
"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",UN5401QA-KN701WS,90NB0V31-M003A0,Zenbook 14 Flip,Jade Black,2 in 1 Laptop,Processing & Multitasking,,100W AC Adapter,Yes,AMD,Ryzen 7 Octa Core,Yes,1 TB,16 GB,LPDDR4X,5800H,,AMD Radeon AMD Radeon Graphics,8,Windows 11 Home,Yes,"1x USB 3.2 Gen 2 Type-A, 2x USB 3.2 Gen 2 Type-C support display / power delivery",Yes,35.56 cm (14 Inch),2880 x 1800 Pixel,"OLED, (550nits peak brightness, 100% DCI-P3 color gamut)",Built-in speaker,Built-in array microphone,,Wi-Fi 6(802.11ax),v5.0,311.2 x 222.5 x 15.9 mm,1.40 Kg,Not Available,720p HD camera,Backlit Chiclet Keyboard,,,"63WHrs, 3S1P, Li-ion",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹1,12,990",19% off,4.3,UN5401QA-KN701WS,3,4.4,Yes,,20,64 bit,Windows 11 Home,1x HDMI 2.0b,NVMe PCIe,,,,64,,,1 x Micro SD card reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fq5112TU,6Q2M3PA#ACJ,15s Intel,Jet Black,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,1235U,,Intel Integrated Iris Xe,,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, UWVA, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,358 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera,"Full-size, backlit natural silver keyboard with numeric keypad",,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"₹59,880",20% off,4.1,15s-fq5112TU,3 Cell,"1.3 GHz upto Max 4.4 GHz,",Yes,12th Gen,12,64 bit,Windows 11 Home,1 x HDMI 1.4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",13ALC7,82UD0068IN,Yoga 6 AMD,Dark Teal,Thin and Light Laptop,Processing & Multitasking,Upto 17 hours,,Yes,AMD,Ryzen 7 Octa Core,Yes,512 GB,16 GB,LPDDR4X,5700U,,AMD Radeon AMD,8,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 2 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)",Yes,33.78 cm (13.3 Inch),1920 x 1200 Pixel,"WUXGA IPS 300nits Glossy, 100% sRGB, Dolby Vision, TÜV Low Blue Light, Touch",Built-in stereo speakers,,,"Wi-Fi 6 11ax, 2x2",V5.1,304 x 218 x 17.45 mm,1.37 Kg,Not Available,Full HD 1080p + IR with Privacy Shutter,"Backlit, English",,,,3 Years Onsite Warranty + 3 Year Premium Care + 1 Year Accidental Damage Protection,Carry-in,Manufacturing Defects,Physical Damage,,"₹85,990",24% off,,13ALC7,,1.8 GHz with Max Turbo Boost Frequency Up to 4.3 GHz,Yes,,,,Windows 11 Home,1 x HDMI 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop, Power Adaptor, User Guide, Warranty Documents",IdeaPad 3 15IAU7,82RK007JIN|82RK00EEIN,IdeaPad Slim 3 Intel,Abyss Blue,Thin and Light Laptop,Processing & Multitasking,Up to 10 hours,65W Round Tip (3-pin),Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1215U,16,Intel Integrated UHD Graphics,6,Windows 11 Home,Yes,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery, 3.0, and DisplayPort 1.2)",No,100.63 cm (39.62 cm),1920 x 1080 Pixel,"FHD, TN 250nits Anti-glare",Dual Stereo Speakers,Integrated Dual Array Microphone,High Definition (HD) Audio,"Wi-Fi 6 11ax, 2x2",v5.2,359.2 x 236.5 x 19.9 mm,1.63 Kg,Not Available,HD 720p with Privacy Shutter,"Non-backlit, English",,,Integrated 45Wh,2 Year warranty,Onsite,Manufacturing Defects,Physical Damage,2 Year,"₹41,990",34% off,4,15IAU7,,Base - 1.20 GHz and Boost - 4.4 GHz,,12th Gen,10,64 bit,Windows 11 Home,1x HDMI 1.4b,PCIe NVMe,,,3200 MHz,64,Intel SoC Platform,,1x 4-in-1 Card Reader,,,Firmware TPM 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
